title;company;type;location;description;status;posted_by 
Data Analyst;Better Choice Company (BTTR);;;Better Choice Company is seeking a Data Analyst to support the Fice function. The position will be responsible for supporting data integrity initiatives, and partnering cross-functionally to assist in ficial reporting, business analysis, and data automation projects.Primary Responsibilitiesóè Ownership of company ficial and statistical data integrity including assurance of complete and correct data for items and customers in all company systems including NetSuite (ERP), Adaptive (Budgeting software), and Power BI (Business Intelligence).óè Work cross-functionally with Sales, Operations, and Fice to ensure complete and accurate data for all aspects of the business.óè Validation and reconciliation of data between NetSuite (ERP) and Power BI, including sales, orders, and customers.óè Manage large lists of detailed product information (descriptions, prices, weights, bill of materials, and other key product information).óè Create properly formatted and accurate upload files for data updates.óè Create and analyze reports that will assist all departments in decision-making.QualificationsBS/BA degree in Business, Fice, Economics, or related field experience in lieu of degree accepted. Must be able to build and manage data integrity processes and report on data accuracyAdvanced Microsoft Excel skillsRequired SkillsExperience working with data and Microsoft Excel;active;rec1
Data Analyst;LogicalisUS;;;SummaryResponsible for visualization, analysis, and related processes of data related to reporting and analytics of Logicalis internal services. Works with stakeholders on data requirements, data analytics, and actions that transform data into desired business outcomes.Essential Duties And ResponsibilitiesAssists in developing technical solutions and associated processes to improve access to and usage of data, with a focus on visualizing and analyzing available data. Understands and documents data needs of key internal and external stakeholders;active;rec1
Data Analyst;Aditi Consulting;;;Description:You are a big picture strategic problem solver with vision and insights to drive big ideas and strategic growth initiatives. You are able to communicate, educate and promote ABM projects - including providing updates and transparency to current prioritization and status. You must have the ability to represent our business and point of view with tact, articulate value, encourage engagement, and have a sense of ownership for the success of the ABM program globally. While strategic you also enjoy rolling up your sleeves to support some of our most strategic accounts.You will help to establish campaign framework with goverce, strategy, KPIs and tactics. You will work with Business Units across sales and marketing to identify, prioritize accounts for ABM and campaign selection and define success metrics and measurement.To be successful in this role, you should be proficient in and comfortable with marketing, operations and communications.QualificationsVery proficient in Tableau and Salesforce Reporting8+ years of experienceMeticulous ownership and follow throughPrior responsibility over performance targetsExcellent cross-functional project management ability in a fast paced environmentSelf-starter with the ability to use data and industry insights to make strategic decisionsStrong presentation and communication skills.Ability to communicate sophisticated ideas with non-technical audiences succinctlyIntellectual curiosity and strong teamwork/collaboration proclivityProblem Solver: Strong critical thinking, creativity and can adjust on the flyA strong communicator: Excellent written and verbal communication skills.Collaborator: Natural relationship builder who can work effectively across different subject areas, time zones and cultures and thrives within a matrix organization. Ability to lead through indirect influence.Organized: Able to manage multiple simultaneous projects and consistently hit deliverables on time and to agreed quality standards.Data Driven: Analytical. You ask questions. We are an analytics company! Experience in Tableau required.Ability to understand the business and anticipate data needs. Must be comfortable with changing requirements and priorities and working in a fast paced, high pressure environment.Excellent verbal and written communication skills;active;rec1
Data Analyst;UST HealthProof;;;Provider Data AnalystAt UST HealthProof, you will join a fast paced, growing company in our mission to reshape the future of health insurance through significantly reducing administrative costs and building better healthcare experiences for our health plans customers and their members. By creating a modern, cloud based, Best-In-Class core administration ecosystem, we have made healthcare more affordable and helped our health plans operate more efficiently. Through member and provider touchpoints with less friction, we have created real impact for members.UST HealthProof is run by leaders with strong health plan and technology backgrounds who have startup mindsets and an environment of support where individual growth is nurtured. You will be supporting our proven core admin solutions and business process-as-a-service (BPaaS) operations to provide transparency, improve operational efficiency, and break down operational barriers to scale and drive strategic growth.  As a Provider Data Analyst at UST HealthProof, this is your opportunity to Update provider records and add new provider records to the claims administration system under the general supervision of the Lead. The candidate should have excellent technical and communication skills and ability to engage both onsite and remotely with all parties. You should be a detail-oriented process improvement expert who is able to distill root causes and identify appropriate corrective measures quickly. A keen understanding of and skillset in provider data management is a required asset. Knowledge of the HealthEdge suite of products is preferred. As a Provider Data Anaylst at UST HealthProof;active;rec1
Data Analyst;EquipmentShare;;;EquipmentShare is Hiring a Data AnalystEquipmentShare is searching for a Data Analyst to work remotely or at the company's corporate office in Columbia, MO or Centennial, CO.About EquipmentShareEquipmentShare is dedicated to creating a connected jobsite for the modern contractor. We deliver user-friendly technology solutions that help contractors maximize their equipment uptime, reduce risk exposure and increase productivity. EquipmentShare's product offerings include an improved equipment rental experience, fleet tracking and asset management software, hardware security solutions and predictive service and maintece applications.EquipmentShare is the fastest-growing, independently owned construction equipment rental company in the country. We serve dozens of markets across the U.S. and are on track to create a national footprint in every major market in the country by the end of 2023. Our branch locations are equipped with a broad range of construction equipment, ranging from 150-foot telescopic booms to 120,000-lb. track excavators.EquipmentShare's rapid growth goes beyond meeting a demand for equipment rentals in booming new markets. Instead, our mission begins with our rental product, and it's a testimony to our ability to improve industry standards and better serve the customer. Our expansion and customer retention is a validation of strong contractor demand for the smart jobsite technology we've built into our rental fleet. And it's just the beginning of our journey to establishing a global presence.Your Opportunity to Grow With UsThe EquipmentShare team is a close-knit group of professionals who all share an interest in providing a service and product that improve our customer's experience. Above all, we care about building something people want, and the only way to do that is by assembling a skilled, passionate and talented team. Our mission is to improve productivity and efficiency throughout the entire construction industry, and our people are how we make achieving that goal possible.We're seeking a Data Analyst who loves a challenge and wants the opportunity to grow with a fast-paced company.Industry competitors often have layers of tenured management that create barriers to career advancement. The opportunity for career growth is unparalleled at EquipmentShare, where you'll find no shortage of challenging yet fulfilling work, chances to build new skills and supportive teammates who will push you to achieve your best.This person will serve as a bridge between our recruiting and analytics teams, using data to help us track down our our best potential candidates. Experience working with applicants in both physical and data forms is a plus! This position will be reporting to our Business Analytics team and work closely with both the HR Recruitment and Marketing teams.Primary ResponsibilitiesAnalyze data and share insights and reports with internal stakeholders, working closely with outside teamsUse your strong development and analytical skills to solve business problems across the companyProduce reports and models for senior leaders and other key team membersIdentify trends, correlations and patterns in data, and present findings to stakeholderAbout YouOur mission to change an entire industry is not easily achieved, so we only hire people who are inspired by the goal and up for the challenge. In turn, our employees have every opportunity to grow with us, achieve personal and professional success and enjoy making a tangible difference in an industry that's long been resistant to change.Skills & QualificationsDegree in Math, Statistics, or other quantitative fieldIntermediate SQL & Python required;active;rec1
Data Analyst (Remote);Lightcast;;;Stop Scrolling!! You've just found the Data Analyst role you've been looking for!At Lightcast we are rapidly growing and fiercely dedicated to serving our clients while still having fun and celebrating our successes.Lightcast is a global leader in labor market insights with headquarters in Moscow (ID) and Boston (MA) and offices in the United Kingdom, Europe, New Zealand and India. We work with partners across six continents to help drive economic prosperity by solving a variety of problems in three key sectors~ education, community, and corporate.A Data Analyst on the Taxonomy team at Lightcast is responsible for evaluating and improving the coverage and quality of our taxonomies and models. The analyst's day to day work primarily consists of performing root cause analysis, developing decision-making criteria, ensuring data quality assurance, and executing solutions for data ambiguity. The Taxonomy team ensures that these taxonomies are fit-for-purpose, up-to-date, and accurately reflect the complexity of the job market.The ideal candidate will possess strong quantitative research skills and will have a passion for seeing patterns in data, then extracting those patterns to inform the development of our taxonomies and our data products.What you'll be doing~Interpretation and classification of natural language elements (e.g. job titles, job postings, and company names)Executing root cause analysisRapid and consistent decision makingDevelopment of decision-making criteria and processesEstablishing and adhering to data quality assurance processesPerforming research regarding taxonomic improvements and use case opportunitiesCommunicating complex data realities / problems to teammates, engineers, and stakeholdersResponding to customer feedback and questions about the datasetWhat you'll need~Competent use of data extraction languages such as SQL, Elasticsearch, KQL, SPARQLWorking ability to perform ETL and apply data mining techniques on large data sets using Python, R, Excel, or a preferred toolProduct road mapping and project scopingAttention to detailExcellent research skillsHigh English reading comprehensionCommunication, teamwork, and decision-making skillsComfortable working in a structured and disciplined manner as part of a technical organization2-3 years of experience maintaining and developing proprietary or government taxonomies for a variety of data typesBachelor's degree in Data Analytics, Information Systems, Computer Science, Mathematics, or related technical field, advanced degree or equivalent practical experienceThese skills will be preferred (but not necessary to apply)~Proficiency with data extraction languages such as SQL, Elasticsearch, KQL, SPARQLWorking ability to perform advanced analytics, ETL, and data mining techniques on large data sets using Python, R, Excel, or a preferred toolExperience with agile project management and issue tracking softwares such as Jira, Wrike, or AsanaExperience with data visualization tools such as Kibana, Looker, and TableauTheoretical understanding of the methods and purposes of text analysis, natural language processing, and machine learningSome of the perks our team members enjoy~You'll be a valued member of a supportive and talented teamCareer Development OpportunitiesCompetitive payHealth Insurance (Effective on day one!!)Dental and Vision Plans401k with match (Immediately vested!)Generous PTO (We have the entire week between Christmas Eve and New Year's off as one Holiday!!)Life Insurance OptionsFlexible Work ScheduleOur Core ValuesLive the MissionInnovate Inside and OutGive Customers the UnexpectedHide Nothing;active;rec1
Data Analyst;Utopia Labs;;;üíª Engineering at Utopia LabsWe love building beautiful and powerful technology with deep impact and purpose. With almost all of our founding team having a technically-focused background from companies like Microsoft, Facebook, and Lunchclub. Utopia Labs wants you to join a group of hackers who are driven by their deep curiosity, pursuit of technical excellence, and a passion for driving impact.At Utopia Labs, we're building the tools that will support the future of goverce, commerce, and work. Utopia is at the cornerstone of creating ficial data for DAOs.As a Data Analyst at Utopia, you will work in a highly collaborative and cross-functional setting to empower data-driven decision-making across the organization.ResponsibilitiesDevelop core metrics and create dashboards to track and measure business performancePartner with Product, Research, Engineering and Leadership to inform, influence, support and execute strategy and product decisionsDesign and analyze product experiments to guide product launchesCollaborate with multiple subject matter experts to drive new data initiatives, automate business intelligence reporting, and establish best practicesLead projects to completionNeed to HaveBachelors/Masters/Ph.D. in quantitative fields (CS, Stats, economics, etc) with 2+ years work experienceExperience in setting up end-to-end data infrastructure to inject, manage, and analyze data  Experience with measuring and tracking KPIs  Experience in creating dashboards and exploring data to gain business insights Experience in setting up and maintaining a data pipeline and optimizing data warehouses Experience in SQL and Python Experience in analyzing complex dataNice to HaveStarted, or participated in a DAO as a core contributorInterest in cryptoPrevious experience in a start-up environmentPrevious boxing experiencePerks & Benefitsüéí Health and wellbeingWe offer top-of-the-line benefits, including health, mental health, dental, and vision insurance.üíª Equipment and softwareUtopia will cover the costs for any new top-of-the-line equipment needed;active;rec1
Data Analyst;Solution;;;Data analyst part-time remote opportunity. †We are looking for a volunteer, who strives to make a difference and contribute to making the world a better place.About Solution Social NetworkÔªøSolution Social Network (Solution) is an international company based in the US that is developing a new innovative social network of help. Currently, Solution has volunteers in 30 countries: USA, Canada, Brazil, Mexico, South Africa, Nigeria, Cameroon, Kenya, Rwanda, Egypt, UAE, Qatar, United Kingdom, Portugal, Germany, France, Bulgaria, Ukraine, Sweden, Denmark, Turkey, Iran, Iraq, India, Pakistan, Kuwait, Georgia and even Australia.We look forward to advancing global solutions capable of solving the most persistent global challenges.†We are developing a social platform where people, groups, communities, institutions, non-profit/non-governmental organizations, and businesses can engage and collaborate to solve societal and personal issues related to healthcare, education, climate change, discrimination, work, business, etc.†Our MissionPut simply Solution exists for a better world.† We strive to improve the lives of billions of people by providing an innovative social network that connects, solves issues quickly, and drives positive growth for now and for future generations. We help anybody who is also on a mission to better the world.Our VisionWe want to make the world a better place for everyone. We support people worldwide to unify their forces to resolve global and local issues that people, groups, communities, institutions, non-profit and non-governmental organizations, and businesses face every day.Learn more about us: https://www.linkedin.com/company/the-solutions-sn/Duties & Responsibilities:††††††††††††††Developing data models, data dictionaries and/or other specifications to guide the development and implementation of processes, models or systems.Providing analytical support in the assessment of employed or proposed database queries, architectures, processes, and best practices.Performing research to identify industry best practices, trends, and applicable studies and findingsAnalyzing data and develops deliverables;active;rec1
Data Analyst;Freeman+Leonard;;;Freeman+Leonard is seeking a Data Analyst for a retail clientNO C2C or VISA TRANSFER/SPONSORSHIPThis is a CONTRACT role for 3-6 months, fully remote.There is no opportunity to convert to an employee, however there is opportunity for contract extensionBelow are MUST HAVES:Advanced to Expert SQL coding skills for report development (i.e., Snowflake SQL)Experience with order management systems (OMS) testing and supporting analyticsStrong analytical skills when working with large sets of dataExperience with report creation - taking business requirements and developing reports based off of business needsThis role will be housed within the Inventory Hub Management (IHM) team, with a focus on inventory data mining and reporting in relation to order management systems (OMS) and warehouse management systems (WMS). This role will be responsible for taking business requirements and developing SQL based reports for business and technical team use. These reports will assist with day-to-day inventory management as well as OMS system pre- and post-implementation testing and monitoring. The focus OMS system management by the IHM is Manhattan Active Omni (MAO). This associate will play a key role in implementing the MAO system and will oversee IHM system reporting related to omni-channel inventory visibility and order fulfillment. This position calls for someone who has direct experience in this area, as well as proven experience in SQL coding.RESPONSIBILITIES:Manage requirement capture and development of new Inventory Hub and Manhattan Active Order Management (MAO) system reportingResponsible for managing omni-channel daily, weekly, and ad hoc inventory availability and order fulfillment reportingDefine and develop KPIs for omni-channel inventory sharing and order fulfillment performance tracking based on analytic findingsPerform analysis and make recommendations to drive optimization of inventory visibility/sharing and omni-channel order fulfillmentPotential for OMS system testing for phased MAO and MAO-impacting system implementationsKEY SKILLS / ATTRIBUTES:Robust problem-solving skills, time management skills and ability to multitask efficientlyStrong work ethic, ability to work independently in a fast-paced environmentAbility to thrive in ever evolving and changing environments, where duties are flexed based on business/project needsSubstantial capacity for following through tasks to completion in line with defined due datesAble to work effectively with all levels of the organizationsExcellent verbal and written communication skillsResults and actions oriented;active;rec1
Marketing Data Analyst;BayOne Solutions;;;Data Analyst (Ads Operations Specialist)Interview- Video Position- Contract (Long term)Remote role  Job DescriptionDay to Day Responsibilities of this Position and Description of Project:Job Description:Day to Day responsibilities:¢ Gather unstructured data(seller feedback and verbatim) for internal feedback tool through various sources by automation as well as manual aggregation. Project Management ¢ Create Tableau dashboards for qualitative and quantitative data surveys.¢ Create unstructured dashboards using XM Discover Qualtrics tool for various PMs by understanding their use cases.¢ Provide ad-hoc analytics support ¢ Collaborate with Analytics to complete projects like Funnel Analysis for measuring drop off points and prepare hypothesis for understanding seller churn.Primary Skills: Marketing Data Analysis, SQL Queries, Excel, Advertising, B2B, B2C or E-Commerce, Statistical Methodology;active;rec1
Data Analyst I;Oracle;;;Job DescriptionProvides programs to improve operational efficiency, consistency, and compliance in support of the organization's ficial and tactical business objectives. Provides business practices and processes. Develops, communicates, and trains the organization on business practices and processes.Serve as a liaison with other divisions such as Fice, Contracts, HR, Legal, Shared Services, Accounts Receivable, Purchasing, and Risk Management in an effort to ensure accurate and timely transaction processing. Collect, input, verify, correct, and analyze data to measure key performance indicator actual versus business objectives. Provide updates to management regarding budget to actual, informing them of deviations and opportunities. Provide management with economic impact and compliance issues surrounding key business decisions and/or deals. Communicate Oracle Business Practices to the organization and monitor process and approvals for full compliance. Drive implementation of new processes and procedures.Work involves some problem solving with assistance and guidance in understanding and applying company policies and procedures. Attention to detail critical. Ability to collect, organize, and display data in spreadsheet format. Follow-through skills necessary to get information from internal and third parties and have data errors/omissions corrected. Relationship management skills strongly desired. Strong written and verbal communication skills to interact with management and possible clients desired. 0 - 2 years relevant work experience.ResponsibilitiesOracle Cerner is hiring a Data Analyst I to analyze, prepare, and process data sets to be consumed for direct insights, statistical modeling, or other analytical exploration for internal and external clients. In this role, you will access and compile data sets from various sources for exploratory and pre-defined analyses;active;rec1
Data Analyst;TriNet;;;Job DescriptionTriNet is a leading provider of comprehensive human resources solutions for small to midsize businesses (SMBs). We enhance business productivity by enabling our clients to outsource their HR function to one strategic partner and allowing them to focus on operating and growing their core businesses. Our full-service HR solutions include features such as payroll processing, human capital consulting, employment law compliance and employee benefits, including health insurance, retirement plans and workers' compensation insurance.TriNet has a nationwide presence and an experienced executive team. Our stock is publicly traded on the NYSE under the ticker symbol TNET. If you're passionate about innovation and making an impact on the large SMB market, come join us as we power our clients' business success with extraordinary HR.Don't meet every single requirement? Studies have shown that women and people of color are less likely to apply to jobs unless they meet every single requirement. At TriNet, we are dedicated to building a diverse, inclusive and authentic workplace, so if you're excited about this role but your past experience doesn't align perfectly with every single qualification in the job description, we encourage you to apply anyways. You may just be the right candidate for this or other roles.Qualifications - ExternalJOB SUMMARY/OVERVIEW The Analyst applies knowledge of fice, accounting, and insurance strategies to provide business and ficial advice to TriNet's senior management team through various analysis functions. The position is responsible for preparing ficial reports and analyses (including budgets and forecasts) for Insurance Services, Ficial Planning & Analysis and Accounting and serves as liaison to assist them with all their ficial needs. The position provides support to other fice-related functions, such as the month-end close process.Essential Duties/ResponsibilitiesSupport Insurance Services Management in the preparation and delivery of monthly actuarial and analytics data Evaluate data integrity and resolve discrepancies Prepare data reconciliations evidencing SOX compliance Produce assigned revenue forecasts and incorporate understanding of fluid carrier landscape and historical insights into forecast assumptions Identify and incorporate renewal actions into models and forecasts Maintain vendor relationships to assist with data interpretation and resolution to data integrity issues Responsible for compiling analysis reports, presentations, and other material in order to provide a robust analysis explaining drivers of revenue and variance to forecast Assist in automation of repetitive data aggregation/manipulation tasks to enable greater focus on value-add analysis Cross train as back-up for staff in case of emergencies Support management by completing ad hoc analysis and projectsEducationJOB REQUIREMENTS AND QUALIFICATIONS BA/BS in Statistics, Actuarial Science, Math, Economics, Accounting, or related field preferred, or equivalent combination of education and experience ExperienceTraining Requirements (licenses, programs, or certificates): 2+ years analytical experience preferred Experience and understanding of working in an insurance environment preferred but not required Experience with business intelligence reporting tools is preferred Other Knowledge, Skills And AbilitiesStrong analytical, qualitative and quantitative skills Attention to detail and ability to distinguish materially important variances in data Analytical approach, ability to independently identify and communicate relevant information Self-starter willing to identify problems and proactively work to identify solutions Strong ficial analytical skills required, basic accounting knowledge Ability to work cross functionally with different departments in different time zones as well as with third party partners A demonstrated commitment to high professional ethical standards and a diverse workplace Ability to adapt quickly and learn new tasks independently Ability to handle competing priorities while meeting deadlines Excellent written and verbal communication skills required with ability to explain complex ficial data Excellent problem-solving skills required with ability to apply analytical skills to business High level of organization, integrity, accuracy, and precision Advanced knowledge of Microsoft Excel and Proficient in Microsoft Office SuiteWORK ENVIRONMENT/OTHER INFORMATION (Travel required, physical requirements, on-call schedules, etc.)Minimal travel may be required Work in clean, pleasant, and comfortable office setting The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. This position may be performed remotely anywhere within the United States, except the role may not be performed in Colorado, Jersey City, NJ, or New York, NY.As an applicant seeking to work in the state of California;active;rec1
Data Analyst;InStride Health;;;About UsInStride Health is transforming pediatric mental healthcare. Our mission is to provide desperately needed, insurance-based access to virtual treatment that works for kids and teens with mod/severe anxiety & OCD. Through this mission, we are expanding access to care, increasing engagement in treatment, and improving treatment outcomes. We are doing this by combining research-backed clinical care and innovative technology to eliminate the major problems with care today: difficulty finding providers, months of waiting to be seen, arduous onboarding processes, and inconsistent use of evidence based therapies and outcomes tracking.Team InStride Health: Our Core ValuesGive Heart: We lead with heart, treating patients and their families the way we want our loved ones to be treated. Work Smart: We find smarter ways to solve hard problems and fix the broken mental health system by leveraging technology, diversity of thought, and innovation. Have Humility: We leave our egos at the door, empowering our team to collaborate, celebrate diversity, and adopt a growth mindset. Embrace Community: We all belong. We are in this together, and we never worry alone. We believe in each other and recognize that every voice matters. About The RoleLooking for a company that embraces new technology? Are you interested in being the first dedicated Data Analyst at a startup? Would you like to be an early part of a company with lots of growth potential? InStride Health seeks a talented Data Analyst to join our nascent engineering team. We are a dynamic team of entrepreneurial and clinical professionals with backgrounds in healthcare and technology creating a virtual behavioral health company that combines the best in human-based care augmented by data science and artificial intelligence. You will be instrumental in helping us build a robust and scalable business intelligence platform so we can best use data to take care of our patients while scaling the business.You'll be joining our Engineering team as our first Data Analyst, reporting to our lead Data Engineer!Responsibilities:Distill analytical and reporting requirements, working with engineers, clinicians, operations, marketing, and other stakeholdersDesign and build reports, visualizations, dashboards which establish a reliable source of truth and empower decision makers at all levels of the organizationAssemble, clean, and analyze data from various sources to deliver analysis of key business issuesBe an active, creative team member that will help InStride build our data analysis reporting and toolsWhat You Need To Succeed In The Role2-5 Years of experience in data analysis and reportingExperience building reports and dashboards in an online data reporting platform such as Sigma, Looker, GoodData, or Tableau (we use Sigma)The desire and proven ability to work directly with stakeholders across the organization, including fice, operations, clinicians, marketing/sales, and moreExperience compiling analyses of complex data into easy-to-understand and actionable summaries and scorecards for decision-makersDemonstrated ability to be flexible and work independently and professionally in a fast-paced environmentYou collaborate well with others and are dedicated to the company's successKnowledge of statistics and data modeling is a plusExperience with SQL, R, Python, or similar is a plusExperience with healthcare-related data and HIPAA regulations is a plusExperience working in a startup is a plusWhy Join Our TeamGround floor entry into a company that is changing the landscape of pediatric mental health treatmentAbility to help thousands of children and families get the care they needCompetitive compensation and generous benefits package for doing what you love Ongoing training via conferences and online learning (professional growth is a must at InStride Health!)Ability to work from the comfort of your home with periodic in-person off-sites (COVID-friendly of course)Opportunity for growth within the company as InStride Health scales nationallyWork hours are more flexible than typical corporate life and will evolve as the company grows to support our customers (i.e. patients and families)Commitment to Diversity, Equity, Inclusion, & BelongingOne of the core values we are passionate about in InStride is building an inclusive and equitable environment where we celebrate all identities. We strongly believe that every member on our team enriches our InStride family;active;rec1
Data Analyst;The Walt Disney Company;;;Data Analyst, Marketing IntelligenceJob IDLocation New York, New York, United StatesBusiness Disney Streaming ServicesDate postedJob SummaryMarketing measurement is central to understanding and optimizing all aspects of the business and critical to our operations and growth. The Analyst on Marketing Intelligence team will support core marketing measurement through the development, automation, and maintece of data models and dashboards. This role will partner closely with Marketing, Data Engineering, Data Architecture, and Analytics and others to understand business requirements, table schemas, transformations, and more to translate raw data into digestible and actionable visualizations. The ideal candidate has a passion for digital and linear media landscapes and understands the intricacies and unique attributes of each step in the marketing funnel.ResponsibilitiesSupport various marketing partner teams including channel teams like Social, Display, Paid Search, CTV, Affiliate, in addition to Marketing Landing Page, Owned & Operated amongst othersTransform data schemas into interpretable & accessible reporting data modelsTranslate business reporting requirements into actionable data visualizationsIterate on new and existing data models and dashboards to optimize for operational use cases and performancePartner with Marketing and Product teams to outline and document data definitions, processes, and usage notesCreate, deliver and continuously improve our business measurement solutions Understand the systems and business processes that populate critical systems with dataCollaborate with other Analytics and Business Intelligence teamsBasic Qualifications2+ years of hands-on analytical work experienceExperience building dashboards in Looker, Tableau, or other similar BI platformFamiliarity with LookML models, looks, and dashboards or similarExperience writing and modifying complex SQL queriesAbility to translate document and translate business requirements into accessible data models and dashboardsStrong analytical and technical skills to troubleshoot issues, analyze the cause, quickly come-up with the solutions, document the changes, and communicate downstream impactExperience manipulating and interpreting large data setsPreferred QualificationsExperience with a scripting language (Python, R)Working knowledge of version control best practices (Github)Experience working in Marketing, Advertising, or Product Analytics with familiarity of ad serving, tracking, web analytics etc.Experience in the streaming media industry or other subscription-based serviceExperience in the technology industry, knowledge of data productsRequired EducationBA or BS in a quantitative field (Business, Math/Statistics, Economics, CS, Engineering, or similar) is desiredAbout Disney Streaming ServicesDisney Streaming Services is responsible for developing and operating The Walt Disney Company's direct-to-consumer video businesses globally, including the ESPN+ premium sports streaming service;active;rec1
Data Analyst;Clutch;;;DATA ANALYST Overview of Opportunity If you enjoy collaborating with a team to analyze data, using it to contribute to business strategies, supporting key stakeholders, a role as a Data Analyst may be perfect for you!  What You'll Do Develop data collection plans Develop evaluation documentation Develop data collection tools and schedule Provide input on the development of a research/analytics agenda Provide input on use case and user stories Develop public facing data visualizations Work with data providers to maintain relationships and report issues Present data to management and/or stakeholders as necessary  This job might be for you if You have 2 years of related work experience You have data analytics certifications (Microsoft, Power BI, Tableau, Google, Azure) You enjoy interpreting, and analyzing data You have Power BI experience and Tableau You are able to gather and prepare data from multiple sources in support of information analytics and business intelligence reports You demonstrate the ability to convey the key insights revealed by collected data in a visual format that is grouped, summarized, or formatted to be easily understood and actionable. You are experienced in identifying patterns and trends  We get extra excited about Prior experience as a data analyst 2 year degree in Data analytics, Machine learning, or Business Analytics Experience writing and presenting reports to peers and executives Strong analytical skills Strong oral and written communication skills  Why Us Humans First! Good people doing good work! Remote work option Meaningful work in a positive culture 401K option Health, Dental, and Vision coverage available Generous time-off policies Fun team building activities Growth and development opportunities Work-life balance  Hours and Location Work M-F, 8am-5pm Role is primarily remote, reporting in office in the Greater Sacramento area 2x per month  Who We Are Clutch is an award-winning, certified micro and women-owned business that works to match organizations with resources they dream about. Clutch elevates their employees by building on their strengths and promoting work-life balance. Our team of professionals support one another to continuously become the best versions of themselves;active;rec1
Data Analyst;Octave;;;Octave combines deep data with profound empathy to supercharge our comprehensive approach to improving outcomes in neurodegenerative diseases, starting with Multiple Sclerosis (MS). Our team of data scientists, biologists, clinicians and technologists are bringing their A-game to creating the next generation of clinical care solutions.Octave Bioscience is developing a suite of novel measurement tools that feed into structured analytical data models aimed at improving care management decisions to create better patient outcomes at lower costs. We are focusing our efforts on neurodegenerative disease, starting with multiple sclerosis (MS), to bring direct, positive impact to people's lives.As a team, we constantly learn together and seek new solutions, operating in areas that are unknown. We share a common mission and build our flywheel from the diverse backgrounds of our collaborators.We are currently seeking a data analyst that is able to contribute to the effort developing & maintaining analytics pipelines, doing queries & building dashboards, and interfacing with stakeholders. Ideally this team member is comfortable interfacing with clinical stakeholders to help QC & iterate on data models, which includes the code side (SQL or pySpark) and the research side.Technical Skills:RequiredModerate SQL or pySpark2+ years Experience with Big Data Platforms2+ years working experience in a delivery or implementation role within the Data and Analytics spaceData visualization/dashboarding experience (we use redash & databricks notebooks)Interest in leveraging data analytics to solve complex real-world problems in the neurodegenerative care spaceInterest in business/product/clinical details, interfacing closely with product stakeholdersInterested in solving unstructured questions at scale with a combination of data analysis, research (e.g. clinical standards), and engagement with stakeholders.PreferredModerate PythonAdvanced SQL or pySparkExperience with DBTExperience in healthcare industryExperience delivering production projects at scaleExperience with medical claims analysisHas used Asana + Confluence + Miro or similar stack;active;rec1
Data Analyst;Tradeweb;;;"Job Description Company Description Tradeweb Markets is a world leader in the evolution of electronic trading. A fintech company serving approximately 2,500 clients  including the world's largest banks, asset managers, hedge funds, insurance companies, wealth managers and retail clients -- in more than 65 countries across the globe. Since our first trade in 1998, we have helped transform and electronify the fixed income markets. Tradeweb is a culture built on innovation, creativity and collaboration. Through a combination of very talented and driven people, innovative products and solutions, cutting-edge technology, market data, and a vast network of clients, we continue to work together to improve the way ficial markets trade.Mission: Move first and never stop. Collaborate with clients to create and build solutions that drive efficiency, connectivity, and transparency in electronic trading.Tradeweb Markets LLC (""Tradeweb"") is proud to be an EEO Minorities/Females/Protected Veterans/Disabled/Affirmative Action Employer.https://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf Group Details As an analyst you will be part of the central analytics team at Tradeweb to deliver high-impact, data-driven insights, recommendations and metrics around trading activities on the platform and in fixed income markets. You have a strong desire to understand empirical facts. You're a problem solver by nature and your strategic thinking skills will be critical in devising new tactics and turning data into actionable information to influence product development which can enhance investment decisions. You are a self-starter and intellectually curious. You are comfortable working in a results-driven environment, and have a strong interest in big data.Job Responsibilities Respond to queries and questions from internal and external groups in their data needs  regarding activities on Tradeweb Markets trading platform and in fixed income markets  Conduct empirical analysis on fixed income trading and market trends with guidance from more senior members of the team  Provide clients and client facing teams with insights and reports on trading activities and usage of the Tradeweb system  Provide analysis to guide the development of content and analytics for new products supporting investments and trading in fixed income securities  Utilize data to help develop key strategies and new product features for better and more efficient investment and trading decisions  Work with the technology team to guide the improvement of our data warehouse in capturing, collecting and organizing data and expanding automation  Present your findings in writings and efficient presentations to internal teams (product management, technology, relationship management, and senior management teams) and clients Qualifications Master's or Bachelor's degree emphasizing quantitative coursework (computer science, mathematics, statistics, engineering or economics) or equivalent work experience  2 years of relevant work experience in an analytical function  Proficiency in SQL/ORACLE & T-SQL coding, database query, or other statistical analysis and data mining software  Experience with Python  Experience with working with BI Tools such as Tableau  Basic knowledge of fice/economics  knowledge in fixed income is a plus  Highly motivated, proactive and a self-starter, ability to create and execute plans without daily oversight  Critical thinker";active;rec1
